Plant_Name,Best_Season,Depth_cm,Texture,pH,Organic_Matter_%,Moisture_Content_%,Bulk_Density_g/cm³,Nitrogen_N_ppm,Phosphorus_P_ppm,Potassium_K_ppm,Cation_Exchange_Capacity_meq/100g,Electrical_Conductivity_dS/m,Soil_Color,Porosity_%,Water_Holding_Capacity_%
Orange,Autumn,64.9,Sandy,6.2,4.81,31.06,1.57,20.63,26.75,74.71,7.85,3.41,Yellow,53.1,22.99
Carrot,Summer,44.4,Loamy,7.13,2.58,25.11,1.19,90.11,15.61,144.79,16.26,2.79,Red,36.9,22.88
Strawberry,Summer,37.4,Silty,6.17,3.05,14.35,1.27,51.08,42.65,60.28,6.04,1.44,Gray,40.09,27.11
Zucchini,Autumn,12.2,Clayey,5.94,3.88,35.33,1.36,14.27,49.97,182.71,27.38,1.9,Black,45.62,36.94
Tea,Summer,10.4,Loamy,7.22,0.81,29.36,1.27,75.6,21.97,62.66,8.67,4.95,Red,35.74,44.9
Coffee,Winter,30.4,Silty,8.43,4.35,36.07,1.54,19.08,46.6,139.69,25.14,4.54,Gray,54.99,36.01
Tomato,Spring,46.6,Silty,6.21,4.09,37.99,1.55,31.33,49.26,189.43,28.1,3.51,Red,35.04,42.38
Cardamom,Summer,86.6,Sandy,6.57,3.98,34.17,1.26,81.98,22.8,59.36,16.05,4.31,Yellow,38.7,39.37
Cucumber,Autumn,81.9,Sandy,6.27,0.6,38.76,1.15,23.93,37.23,107.47,14.73,0.77,Black,47.33,35.72
Tobacco,Spring,34.0,Loamy,6.3,2.87,38.63,1.21,39.29,31.15,99.19,20.0,1.41,Yellow,33.7,26.44
Black Gram,Autumn,32.0,Sandy,6.71,0.74,28.58,1.34,42.49,37.5,101.63,23.51,4.44,Yellow,48.74,46.5
Thyme,Spring,30.5,Loamy,7.61,2.98,31.85,1.24,62.99,11.94,140.05,21.14,2.41,Gray,58.33,28.27
Fenugreek,Spring,40.5,Loamy,5.62,3.73,30.98,1.33,81.09,21.5,89.32,5.03,3.0,Black,50.75,27.58
Thyme,Summer,54.8,Loamy,8.37,1.05,28.63,1.48,30.77,7.83,54.1,24.65,4.43,Black,54.38,27.73
Buckwheat,Winter,49.5,Sandy,5.64,3.63,10.58,1.31,28.52,32.59,194.34,8.68,2.08,Yellow,43.15,22.87
Mango,Summer,29.6,Clayey,8.14,2.52,20.68,1.2,29.97,46.7,162.32,16.24,2.46,Black,40.96,34.96
Turmeric,Autumn,21.7,Loamy,8.18,4.15,13.0,1.28,44.35,30.21,70.27,12.06,0.65,Brown,39.86,29.83
Cauliflower,Autumn,11.1,Clayey,7.07,2.9,19.01,1.47,58.16,8.16,118.27,28.2,4.96,Black,49.81,35.66
Cabbage,Spring,23.9,Silty,5.91,2.01,12.06,1.31,11.21,46.87,59.41,17.55,4.87,Yellow,45.56,33.59
Buckwheat,Spring,73.5,Sandy,7.2,1.99,37.6,1.22,80.23,10.98,54.18,18.05,1.55,Brown,44.17,35.59
Buckwheat,Winter,31.9,Sandy,7.39,4.54,23.54,1.31,93.4,44.73,57.13,6.9,4.28,Brown,33.02,28.93
Soybean,Summer,52.2,Clayey,8.07,2.54,15.68,1.33,85.92,37.14,163.37,27.43,3.71,Gray,50.2,44.45
Muskmelon,Autumn,63.2,Silty,7.15,2.33,27.54,1.25,13.35,33.64,116.74,10.98,0.82,Yellow,51.76,36.03
Kiwi,Spring,89.8,Silty,6.73,0.68,15.89,1.6,57.21,31.41,176.66,15.35,0.22,Black,35.89,26.25
Jute,Winter,90.0,Loamy,8.01,2.14,34.13,1.48,83.26,10.9,95.78,29.63,0.17,Brown,52.79,47.05
Jute,Autumn,77.1,Sandy,8.44,4.32,19.18,1.45,40.97,27.54,166.3,7.85,0.42,Yellow,56.38,23.28
Muskmelon,Spring,13.2,Silty,7.44,3.92,19.45,1.53,90.73,13.85,61.69,22.96,3.17,Gray,35.24,42.0
Pearl Millet,Autumn,61.8,Silty,8.12,1.49,36.1,1.43,89.82,30.73,145.27,11.5,2.51,Red,43.56,40.35
Lettuce,Winter,80.8,Loamy,7.3,2.36,26.78,1.5,22.75,25.13,104.09,15.49,4.98,Red,56.29,22.19
Clove,Winter,11.6,Loamy,7.57,1.38,36.62,1.31,54.43,35.59,91.51,15.45,1.5,Black,44.62,47.05
Cotton,Autumn,59.5,Clayey,7.56,4.79,22.39,1.35,12.31,49.21,172.27,28.31,3.66,Red,54.46,29.49
Corn,Summer,87.2,Sandy,7.61,3.19,20.32,1.12,35.37,21.25,57.79,5.26,2.0,Brown,36.47,42.23
Apple,Autumn,52.7,Silty,6.46,3.89,25.19,1.24,83.07,32.75,192.43,14.18,0.58,Brown,31.92,28.31
Strawberry,Spring,10.4,Clayey,7.23,3.71,11.84,1.28,97.76,43.9,167.83,26.31,4.4,Yellow,31.78,35.77
Grapes,Summer,11.0,Sandy,7.28,4.43,14.63,1.41,92.2,9.18,103.34,27.76,2.06,Black,59.17,49.17
Lettuce,Spring,47.5,Clayey,6.45,4.77,16.59,1.33,13.83,41.01,198.7,12.78,4.59,Yellow,34.94,38.32
Pearl Millet,Autumn,24.0,Sandy,6.55,0.65,34.5,1.4,93.41,15.77,80.37,11.05,4.69,Yellow,55.95,28.89
Tomato,Summer,69.8,Sandy,7.79,4.89,32.01,1.46,84.04,29.31,110.36,16.53,4.12,Black,39.47,33.75
Flax,Spring,73.8,Silty,7.25,4.42,15.8,1.12,88.09,49.62,182.73,23.65,0.24,Yellow,31.2,40.28
Broccoli,Autumn,26.0,Sandy,5.95,2.22,18.3,1.23,92.33,49.28,199.52,8.85,4.83,Red,37.23,33.36
Okra,Autumn,90.0,Loamy,8.01,4.27,38.33,1.19,53.94,19.21,85.87,24.61,0.71,Gray,45.16,47.32
Kiwi,Summer,49.8,Silty,8.15,3.81,12.57,1.19,29.01,10.93,161.47,17.82,4.66,Yellow,33.2,46.02
Soybean,Autumn,22.9,Loamy,6.9,4.07,26.42,1.35,11.89,47.22,95.86,8.52,3.07,Brown,57.66,24.4
Lychee,Winter,78.8,Clayey,6.13,1.49,25.66,1.47,12.12,45.21,164.97,21.79,1.95,Brown,57.0,43.55
Tomato,Spring,81.1,Clayey,8.34,3.42,31.77,1.24,67.83,32.72,68.79,20.71,3.63,Red,34.47,48.27
Muskmelon,Spring,67.5,Sandy,8.15,0.62,17.84,1.51,40.36,6.46,100.43,20.56,2.58,Yellow,52.11,29.51
Black Pepper,Autumn,86.8,Sandy,6.23,4.32,38.04,1.55,54.63,38.81,61.25,23.87,3.99,Yellow,43.82,27.15
Jute,Autumn,76.4,Loamy,5.79,4.78,22.32,1.28,21.82,12.24,123.78,9.53,2.62,Black,59.46,20.29
Basil,Winter,89.4,Loamy,6.82,3.48,18.57,1.44,97.8,47.44,155.23,22.44,1.91,Yellow,31.66,23.47
Flax,Summer,49.0,Loamy,7.53,2.81,20.11,1.16,21.69,24.58,106.79,27.18,1.87,Yellow,44.13,48.83
Lychee,Autumn,77.3,Clayey,6.03,3.77,20.46,1.47,50.03,32.68,142.21,18.26,1.84,Brown,38.56,31.73
Kiwi,Autumn,100.0,Loamy,7.04,1.97,15.97,1.18,49.9,17.65,135.36,17.15,2.42,Black,51.79,31.62
Carrot,Autumn,75.2,Silty,6.78,3.32,37.84,1.44,10.78,26.38,94.19,24.94,0.64,Yellow,33.33,28.0
Cucumber,Autumn,20.3,Silty,8.17,3.74,15.25,1.31,70.1,38.96,123.02,8.66,3.34,Red,48.84,24.92
Black Pepper,Spring,56.6,Clayey,6.79,1.14,36.48,1.56,58.44,27.14,60.35,13.52,1.77,Yellow,58.44,35.26
Cashew,Autumn,62.9,Loamy,7.1,1.13,22.15,1.33,54.77,43.12,118.99,26.34,2.85,Black,43.62,41.7
Vanilla,Spring,25.7,Loamy,8.37,3.72,18.08,1.12,83.63,37.09,118.73,17.49,2.68,Red,43.63,36.52
Barley,Autumn,96.7,Sandy,6.4,2.44,15.96,1.34,31.7,8.48,54.31,26.01,4.3,Red,44.87,21.06
Buckwheat,Summer,25.8,Silty,6.37,4.5,25.13,1.5,87.5,32.31,127.08,11.3,4.32,Red,42.47,44.1
Cucumber,Winter,26.0,Clayey,7.9,1.9,30.08,1.42,87.83,32.57,160.65,14.74,4.95,Brown,43.42,47.95
Sesame,Summer,92.4,Loamy,6.33,0.69,36.95,1.58,84.42,22.14,117.84,25.59,1.28,Brown,43.9,33.21
Mustard,Autumn,51.9,Sandy,8.0,3.42,29.57,1.52,40.73,19.52,146.9,9.09,0.27,Red,59.94,30.99
Broccoli,Autumn,15.7,Clayey,5.79,3.58,24.51,1.36,24.63,7.83,129.86,27.37,2.18,Brown,33.49,26.9
Horse Gram,Autumn,63.8,Clayey,5.83,2.99,11.0,1.2,52.77,25.08,167.78,12.75,4.49,Red,38.56,29.06
Groundnut,Summer,64.2,Silty,8.2,3.57,37.46,1.1,33.39,20.15,127.17,29.32,3.04,Red,36.32,39.33
Sorghum,Autumn,15.8,Loamy,7.12,2.86,37.07,1.59,14.7,47.8,99.74,25.69,1.93,Gray,46.33,43.1
Walnut,Summer,97.5,Clayey,7.66,3.62,21.36,1.57,35.15,35.34,174.14,16.39,3.88,Brown,30.08,29.97
Wheat,Spring,59.0,Sandy,6.18,0.7,10.87,1.24,52.22,25.7,60.14,23.56,3.59,Gray,57.63,30.19
Eggplant,Winter,60.4,Sandy,6.0,2.16,32.0,1.42,20.15,38.96,93.42,18.88,3.6,Red,45.93,33.53
Lentils,Winter,56.8,Clayey,8.0,1.45,33.75,1.46,94.99,40.04,138.72,26.33,2.62,Red,56.88,25.11
Tobacco,Summer,65.0,Sandy,6.58,0.95,26.27,1.39,69.05,26.62,178.4,17.95,2.7,Gray,40.35,47.82
Guava,Spring,33.8,Clayey,6.87,1.55,22.09,1.52,22.27,8.41,60.82,29.7,2.82,Black,34.5,41.16
Papaya,Summer,35.9,Sandy,5.58,1.36,35.53,1.14,83.09,40.12,64.41,8.34,2.81,Red,35.77,33.01
Millet,Spring,56.0,Clayey,6.66,4.88,15.78,1.55,93.53,9.06,92.36,21.91,1.11,Brown,44.12,23.67
Taro,Autumn,82.6,Clayey,7.81,1.79,23.19,1.3,33.65,43.14,101.69,11.14,1.3,Yellow,31.21,45.46
Fig,Spring,14.5,Clayey,7.96,1.54,10.73,1.34,22.89,20.04,176.53,9.78,1.93,Yellow,53.45,34.51
Corn,Spring,64.3,Sandy,7.6,4.26,14.92,1.32,39.02,33.72,193.84,15.21,4.29,Yellow,53.72,43.91
Mango,Spring,82.6,Clayey,7.58,2.39,38.22,1.37,84.9,38.32,52.58,14.19,2.37,Gray,51.06,21.0
Tomato,Winter,24.1,Silty,7.02,2.4,27.34,1.4,25.76,6.58,52.3,6.16,4.64,Red,56.89,28.21
Date Palm,Spring,11.4,Clayey,7.11,2.5,34.17,1.46,80.14,22.31,179.72,15.69,3.99,Black,46.48,38.66
Sugarcane,Autumn,38.1,Loamy,7.73,2.37,24.6,1.36,74.46,32.19,70.34,28.8,4.32,Brown,44.38,34.64
Barley,Autumn,62.9,Loamy,6.24,1.97,35.04,1.44,68.62,43.17,100.9,16.67,0.76,Yellow,45.88,28.85
Spinach,Autumn,22.4,Silty,6.19,1.79,26.17,1.27,49.0,37.3,91.28,12.55,0.83,Yellow,35.46,26.03
Sugarcane,Spring,48.4,Clayey,8.35,4.47,10.14,1.57,43.01,45.33,92.28,28.73,1.26,Brown,45.37,29.05
Vanilla,Summer,59.7,Loamy,5.58,1.23,36.99,1.13,17.67,8.72,99.29,17.64,3.35,Yellow,46.25,42.27
Rice,Summer,63.9,Clayey,5.92,1.31,14.46,1.37,42.16,8.23,100.41,12.18,2.43,Gray,52.94,25.51
Peas,Autumn,34.7,Loamy,7.21,3.07,23.52,1.14,64.17,37.11,143.02,24.57,0.93,Red,40.44,37.81
Strawberry,Winter,46.0,Sandy,7.71,2.05,24.3,1.32,90.84,22.93,144.32,10.59,3.75,Red,32.77,32.71
Rice,Summer,80.1,Sandy,7.11,2.4,11.42,1.23,84.98,26.67,128.43,11.19,2.64,Black,47.92,42.89
Broccoli,Spring,94.7,Silty,6.57,4.13,11.59,1.57,12.9,32.19,178.78,13.11,3.68,Gray,53.64,26.05
Hemp,Summer,87.6,Silty,8.43,4.57,32.88,1.11,22.5,49.37,176.85,14.87,4.56,Black,59.09,28.1
Rubber,Autumn,60.8,Clayey,7.61,4.06,19.01,1.3,86.36,8.02,82.58,19.57,4.58,Yellow,32.71,31.96
Cherry,Winter,46.9,Silty,7.99,1.56,22.29,1.49,94.54,9.9,131.55,17.88,1.58,Red,52.39,25.0
Rye,Summer,40.0,Clayey,5.62,4.91,26.92,1.19,15.02,42.32,167.58,23.59,0.88,Black,47.88,33.84
Cotton,Summer,21.2,Sandy,6.21,2.13,21.2,1.51,73.11,5.92,180.03,22.93,2.23,Black,30.46,32.48
Kiwi,Autumn,19.6,Sandy,6.62,1.26,33.25,1.53,42.92,25.27,88.28,6.14,0.51,Gray,51.55,49.7
Chickpea,Winter,72.0,Loamy,6.05,2.75,36.53,1.45,42.79,39.84,124.12,8.35,0.32,Yellow,30.79,37.82
Lettuce,Winter,33.4,Clayey,5.72,3.76,11.79,1.2,67.84,13.79,128.75,10.38,4.89,Brown,53.56,22.08
Guava,Autumn,32.9,Sandy,6.18,0.87,29.06,1.24,82.92,13.42,154.95,19.94,4.86,Gray,51.64,33.8
Pineapple,Spring,99.8,Sandy,7.1,3.35,19.53,1.18,34.74,18.96,99.54,27.38,1.82,Gray,50.64,46.36
Muskmelon,Summer,26.9,Clayey,7.59,4.36,27.5,1.19,73.48,11.75,94.02,13.12,4.12,Yellow,33.6,46.0
Pearl Millet,Spring,23.3,Loamy,7.82,1.68,24.52,1.12,67.23,35.53,155.84,29.09,1.19,Brown,57.57,48.85
Coconut,Summer,18.9,Loamy,5.63,3.62,20.01,1.53,56.56,14.01,109.9,9.32,2.14,Gray,56.97,46.83
Quinoa,Summer,62.2,Loamy,6.78,2.3,12.84,1.36,64.22,15.21,50.6,28.12,3.66,Black,57.01,25.29
Jute,Spring,66.5,Loamy,5.87,2.36,26.78,1.26,11.62,30.87,190.68,25.03,2.8,Black,40.81,20.11
Coriander,Autumn,42.9,Sandy,6.79,1.76,13.38,1.24,10.37,48.53,72.45,14.73,4.12,Black,44.77,38.49
Date Palm,Autumn,58.2,Clayey,6.8,3.31,14.68,1.37,59.54,46.12,72.3,10.16,4.9,Black,33.45,41.07
Dragon Fruit,Summer,81.0,Clayey,6.99,2.12,39.47,1.26,57.17,43.9,172.75,14.78,0.14,Brown,31.53,23.94
Kiwi,Autumn,83.6,Sandy,8.18,4.24,19.5,1.53,16.42,28.89,100.33,10.34,4.63,Yellow,31.76,25.01
Cotton,Summer,96.2,Sandy,7.92,4.83,27.53,1.21,54.28,18.4,99.23,19.03,2.13,Yellow,47.06,48.89
Orange,Autumn,84.2,Sandy,7.41,4.71,18.17,1.54,78.18,36.76,143.36,19.37,2.1,Brown,39.64,48.31
Avocado,Summer,60.8,Silty,8.16,1.23,35.97,1.43,58.71,22.53,58.86,24.2,0.1,Yellow,47.39,24.71
Green Gram,Autumn,26.2,Clayey,7.54,0.56,18.5,1.58,56.59,40.01,85.54,18.2,4.19,Black,47.78,27.41
Pineapple,Winter,19.0,Clayey,7.96,2.47,21.01,1.11,74.61,5.73,57.99,13.63,3.82,Brown,57.21,46.76
Wheat,Spring,14.9,Clayey,7.19,3.78,28.25,1.13,25.47,28.83,93.73,27.79,4.48,Black,56.47,33.05
Strawberry,Winter,70.0,Loamy,7.08,4.9,36.1,1.35,51.17,20.18,180.49,6.95,0.92,Yellow,51.56,43.94
Tobacco,Spring,82.7,Sandy,7.67,4.03,34.49,1.56,23.32,16.21,186.4,25.22,1.15,Gray,54.56,31.88
Cauliflower,Spring,55.8,Sandy,5.56,3.11,17.92,1.47,57.15,34.78,96.42,15.24,1.59,Brown,30.09,42.09
Coriander,Summer,14.9,Sandy,7.57,0.62,34.89,1.41,63.27,34.63,78.14,9.53,2.7,Red,30.47,31.9
Tobacco,Spring,58.2,Silty,8.3,4.21,31.04,1.12,20.95,6.67,70.29,8.01,1.79,Red,43.76,46.98
Watermelon,Winter,94.2,Clayey,7.64,1.3,39.69,1.28,16.8,47.65,109.16,10.52,1.57,Black,49.61,29.77
Raspberry,Winter,63.8,Sandy,5.61,0.75,38.06,1.27,25.01,21.28,173.96,8.05,1.0,Yellow,53.82,35.69
Millet,Autumn,82.8,Silty,6.63,4.33,25.99,1.37,62.77,46.28,177.9,16.47,0.88,Black,43.42,35.65
Lentils,Winter,82.0,Sandy,7.93,3.05,32.5,1.23,27.07,31.27,56.89,13.74,2.42,Red,58.21,39.47
Coriander,Autumn,93.9,Loamy,8.38,1.08,27.11,1.23,34.77,34.37,81.38,13.91,2.28,Brown,54.45,29.2
Beetroot,Spring,79.3,Clayey,6.61,2.24,27.85,1.41,73.23,48.22,80.48,8.92,3.95,Black,33.08,39.28
Pineapple,Winter,77.3,Silty,8.02,0.88,13.05,1.57,32.35,42.0,174.26,21.49,4.14,Yellow,43.21,24.23
Asparagus,Spring,31.1,Sandy,8.09,3.37,10.07,1.43,45.78,11.3,118.44,20.19,3.53,Red,59.85,46.81
Papaya,Winter,15.4,Clayey,5.87,1.77,11.45,1.43,93.6,5.23,105.26,29.56,4.17,Brown,42.3,24.33
Barley,Winter,56.6,Silty,8.04,4.4,39.0,1.59,84.25,18.89,193.49,9.19,0.63,Black,41.59,45.21
Zucchini,Autumn,21.2,Clayey,6.47,2.11,13.79,1.18,32.99,26.98,188.8,25.85,2.34,Brown,38.82,40.79
Dragon Fruit,Spring,96.6,Clayey,7.28,2.73,11.33,1.12,63.78,37.95,116.02,5.85,1.5,Gray,44.59,30.23
Cucumber,Winter,36.1,Loamy,7.12,0.79,19.29,1.47,69.92,34.75,69.25,6.83,1.33,Red,51.9,29.82
Jute,Summer,86.8,Clayey,7.49,1.74,27.65,1.32,91.02,19.08,75.65,21.2,3.59,Black,31.42,48.98
Soybean,Spring,44.9,Silty,7.72,3.55,38.45,1.31,59.27,29.39,66.81,15.16,4.17,Brown,55.07,25.85
Bell Pepper,Spring,39.1,Clayey,6.82,3.81,31.0,1.21,60.52,34.29,152.08,10.76,0.66,Black,57.53,41.69
Tea,Spring,94.2,Silty,8.16,1.59,18.29,1.35,89.96,28.12,133.2,5.07,0.71,Yellow,53.43,25.51
Bell Pepper,Autumn,42.7,Clayey,7.93,2.77,38.17,1.32,14.89,36.0,133.5,21.58,3.23,Yellow,57.47,47.16
Sunflower,Summer,45.1,Sandy,7.86,4.18,11.08,1.27,66.53,26.83,64.76,16.02,0.81,Black,32.85,42.26
Strawberry,Spring,19.5,Loamy,6.87,2.21,39.37,1.32,47.5,28.84,168.99,9.27,3.87,Red,43.5,47.98
Raspberry,Winter,70.3,Sandy,5.61,1.1,11.76,1.29,91.88,47.33,130.34,29.31,4.16,Black,32.13,46.37
Pomegranate,Winter,36.0,Loamy,6.98,2.44,32.62,1.57,96.45,22.51,63.65,13.77,2.66,Black,55.11,36.48
Lentils,Autumn,62.7,Silty,8.2,3.2,11.36,1.59,25.32,39.01,162.07,12.58,4.55,Black,58.58,24.57
Banana,Winter,63.2,Loamy,6.07,0.53,37.95,1.52,35.33,20.06,197.19,17.76,0.2,Black,38.93,26.64
Black Pepper,Spring,74.7,Clayey,8.45,2.07,13.26,1.6,34.61,19.93,116.18,11.93,1.21,Red,46.06,26.05
Guava,Winter,77.1,Clayey,7.92,3.23,11.51,1.23,19.06,46.7,67.35,11.82,3.89,Gray,38.93,26.62
Horse Gram,Spring,56.3,Sandy,7.63,4.78,36.68,1.52,53.46,36.44,65.21,29.16,4.79,Gray,41.37,34.29
Spinach,Winter,39.8,Loamy,7.53,2.34,12.87,1.3,56.18,46.8,53.88,11.53,4.81,Brown,44.3,46.03
Rubber,Summer,85.4,Silty,7.26,1.23,33.94,1.47,61.57,49.76,165.56,20.14,0.1,Red,53.72,20.69
Chickpea,Autumn,37.9,Silty,7.66,2.9,32.41,1.2,69.67,5.01,154.1,5.94,3.2,Red,34.41,27.15
Horse Gram,Autumn,55.7,Clayey,6.77,1.79,27.97,1.51,15.66,49.24,137.64,8.86,0.23,Red,34.71,37.9
Pumpkin,Summer,46.1,Silty,8.04,1.47,21.34,1.14,66.02,9.54,164.84,5.55,3.53,Yellow,36.06,45.96
Rye,Summer,87.0,Clayey,7.59,3.16,37.47,1.24,92.24,8.17,199.89,18.36,3.86,Red,31.59,28.92
Horse Gram,Autumn,48.9,Clayey,7.81,4.62,36.13,1.51,50.95,39.55,110.28,17.29,4.3,Yellow,49.3,31.48
Flax,Summer,44.7,Clayey,7.88,4.26,22.79,1.47,19.6,20.76,155.87,13.27,2.69,Gray,35.7,31.2
Dragon Fruit,Spring,72.1,Sandy,5.78,1.32,16.95,1.35,17.73,46.3,106.57,22.51,4.27,Gray,43.13,28.81
Turmeric,Winter,64.2,Sandy,5.67,3.95,18.18,1.44,35.36,29.5,102.81,20.64,4.63,Yellow,50.57,40.96
Black Pepper,Autumn,19.7,Clayey,7.9,1.53,16.61,1.19,77.73,22.38,177.64,20.01,2.71,Black,43.47,39.67
Pomegranate,Summer,55.7,Clayey,6.28,1.81,26.24,1.43,33.49,8.3,136.21,13.41,2.67,Gray,57.18,45.3
Black Pepper,Spring,76.2,Clayey,7.25,4.64,36.06,1.1,83.29,25.91,68.09,13.18,2.58,Black,53.08,47.53
Buckwheat,Autumn,99.3,Silty,6.83,4.6,33.21,1.52,83.77,17.51,110.53,26.84,2.57,Brown,38.19,47.01
Tomato,Summer,66.6,Clayey,5.57,1.26,33.87,1.36,51.14,8.45,169.48,18.6,3.9,Yellow,33.91,36.2
Saffron,Autumn,43.3,Clayey,5.62,0.79,23.45,1.57,37.07,35.17,191.0,11.81,0.43,Brown,56.83,25.57
Potato,Summer,30.4,Loamy,7.98,1.82,19.67,1.34,63.79,48.98,142.16,18.58,2.32,Yellow,41.91,26.66
Black Pepper,Autumn,88.6,Loamy,7.32,3.12,32.72,1.32,82.95,22.05,109.13,11.67,2.67,Brown,41.48,37.71
Raspberry,Spring,83.3,Loamy,7.07,4.45,33.8,1.33,15.81,18.38,87.8,9.63,1.15,Brown,54.3,47.55
Tea,Spring,31.1,Loamy,8.33,1.03,30.86,1.28,95.81,9.05,113.3,12.05,2.75,Red,30.28,35.91
Tobacco,Winter,28.1,Clayey,6.02,2.37,10.96,1.18,68.13,15.04,134.85,20.72,2.33,Gray,43.53,48.07
Chickpea,Autumn,74.4,Loamy,6.27,1.72,27.69,1.52,45.83,17.82,50.66,17.9,3.71,Yellow,51.43,27.87
Radish,Winter,38.3,Silty,7.77,0.57,20.41,1.29,55.54,20.49,90.3,9.11,1.83,Gray,55.46,22.59
Mango,Autumn,37.6,Silty,7.83,4.05,15.89,1.36,44.7,33.53,150.73,27.7,4.75,Red,56.56,43.89
Muskmelon,Summer,23.7,Loamy,6.71,4.16,30.83,1.11,47.13,10.17,150.98,17.46,2.13,Gray,43.97,46.38
Onion,Summer,33.8,Sandy,8.35,1.5,18.06,1.13,63.61,7.63,147.95,24.84,3.19,Yellow,55.43,33.44
Grapes,Winter,48.5,Silty,8.31,1.18,37.39,1.4,15.42,46.88,192.49,13.27,1.19,Red,31.07,23.07
Radish,Autumn,76.0,Silty,5.54,1.15,18.94,1.54,25.78,40.96,135.28,28.94,3.47,Black,39.16,21.27
Guava,Winter,40.3,Loamy,6.02,2.59,26.66,1.35,30.43,17.52,90.46,23.8,2.62,Red,30.31,21.88
Basil,Spring,39.6,Loamy,7.96,1.61,34.83,1.18,46.68,33.75,171.74,16.36,1.78,Yellow,34.97,33.17
Horse Gram,Winter,35.6,Clayey,6.51,2.8,22.06,1.16,43.4,31.66,108.41,27.56,1.8,Brown,51.74,27.04
Onion,Winter,53.0,Silty,5.79,2.23,34.86,1.55,75.0,38.44,85.89,22.94,1.94,Gray,30.13,33.86
Clove,Summer,26.3,Loamy,7.85,1.45,31.71,1.45,33.33,43.67,133.51,15.76,2.24,Brown,45.69,34.65
Mango,Winter,53.7,Loamy,6.86,3.88,37.63,1.58,15.14,21.1,93.36,29.35,1.31,Black,42.42,33.74
Sesame,Autumn,73.4,Clayey,6.98,1.18,19.78,1.14,14.99,34.74,109.42,12.46,1.46,Brown,33.69,38.6
Brussels Sprout,Summer,12.7,Silty,6.06,4.1,13.15,1.55,11.02,41.09,153.97,11.41,4.8,Gray,50.57,40.38
Flax,Winter,10.9,Loamy,7.48,3.03,22.91,1.52,13.42,36.47,199.39,27.37,1.58,Brown,50.79,31.88
Sugarcane,Spring,16.8,Clayey,7.15,4.24,33.57,1.55,87.28,46.5,146.71,22.68,3.17,Red,51.79,30.11
Barley,Winter,58.2,Loamy,6.12,0.52,23.51,1.1,72.75,27.26,91.47,13.64,1.79,Yellow,52.96,31.05
Pear,Winter,86.9,Sandy,6.52,3.87,17.86,1.47,99.63,41.12,63.57,10.8,4.07,Brown,39.45,22.11
Horse Gram,Winter,10.4,Sandy,7.29,0.73,10.83,1.37,11.83,45.94,104.3,9.45,3.51,Yellow,59.82,29.65
Guava,Summer,94.3,Loamy,8.27,4.78,19.39,1.39,86.41,30.07,52.9,12.84,1.71,Yellow,32.19,26.0
Peas,Autumn,19.6,Silty,8.26,3.66,31.4,1.33,72.65,5.78,119.71,8.14,3.61,Yellow,49.43,28.73
Apple,Spring,85.8,Sandy,6.36,1.94,14.43,1.47,67.63,41.81,149.0,8.63,3.81,Red,59.12,41.43
Walnut,Winter,53.5,Clayey,7.71,1.94,20.23,1.6,42.09,43.07,126.77,24.42,0.78,Yellow,36.73,49.66
Taro,Autumn,69.3,Loamy,7.83,4.38,10.61,1.46,43.91,22.99,179.79,6.59,2.93,Brown,38.34,47.71
Chili,Autumn,56.0,Clayey,7.93,4.56,31.65,1.44,86.1,15.31,124.11,15.98,4.06,Yellow,47.28,44.65
Cardamom,Summer,52.9,Sandy,7.21,4.51,36.42,1.43,74.21,49.02,119.36,15.12,0.35,Red,53.44,42.12
Fenugreek,Spring,85.1,Silty,5.53,4.14,27.06,1.45,70.33,29.82,96.45,29.0,2.59,Yellow,39.87,48.35
Chickpea,Summer,78.0,Clayey,7.79,4.19,10.78,1.27,12.76,28.23,175.64,16.64,4.22,Brown,55.1,42.56
Radish,Autumn,53.5,Sandy,5.82,3.08,16.53,1.26,26.59,47.57,185.54,9.02,4.77,Red,37.23,34.13
Carrot,Autumn,20.0,Sandy,5.85,0.63,23.15,1.49,96.64,23.36,196.69,7.21,3.31,Black,56.23,38.04
Barley,Autumn,20.4,Sandy,7.32,0.89,27.63,1.13,50.89,43.17,197.18,23.31,1.71,Black,37.59,29.17
Radish,Summer,82.1,Clayey,8.45,3.42,24.89,1.48,80.33,36.53,197.06,8.69,3.06,Brown,48.52,20.1
Walnut,Spring,57.6,Sandy,6.23,2.31,37.48,1.51,45.04,48.55,156.79,28.45,0.23,Gray,40.73,30.61
Sesame,Winter,53.3,Loamy,7.44,3.05,38.16,1.36,78.79,24.29,134.4,18.98,2.33,Yellow,39.65,32.14
Avocado,Summer,71.3,Sandy,6.41,1.54,13.21,1.56,20.73,45.84,75.85,15.04,3.66,Gray,40.62,41.99
Cashew,Autumn,87.3,Loamy,8.2,3.42,14.15,1.34,13.79,30.6,165.06,22.11,0.28,Red,44.98,45.78
Rice,Summer,66.6,Silty,7.28,1.59,20.74,1.19,51.96,26.41,160.23,9.97,3.06,Yellow,55.35,48.88
Onion,Autumn,78.7,Loamy,6.12,2.57,22.64,1.28,63.25,18.75,176.36,14.56,2.98,Gray,52.78,30.55
Pearl Millet,Winter,78.9,Silty,6.29,2.65,27.58,1.55,39.13,29.87,119.37,5.84,1.03,Brown,43.48,48.72
